id	file	GenomeID	Binomial	AccNum	TaxID	PMID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Subrank1	Subrank2
Candidatus_Blochmannia_pennsylvanicus_str._BPEN	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/745/GCF_000011745.1_ASM1174v1/GCF_000011745.1_ASM1174v1_genomic.fna.gz	ASM1174v1	Candidatus Blochmannia pennsylvanicus str. BPEN	GCF_000011745.1	291272	16077009	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Blochmannia	Candidatus Blochmannia pennsylvanicus	NA	NA
Candidatus_Blochmannia_vafer_str._BVAF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/985/GCF_000185985.2_ASM18598v2/GCF_000185985.2_ASM18598v2_genomic.fna.gz	ASM18598v2	Candidatus Blochmannia vafer str. BVAF	GCF_000185985.2	859654	21126349	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Blochmannia	Candidatus Blochmannia vafer	NA	NA
Candidatus_Blochmannia_vicinus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/586/525/GCF_023586525.1_ASM2358652v1/GCF_023586525.1_ASM2358652v1_genomic.fna.gz	ASM2358652v1	Candidatus Blochmannia vicinus	GCF_023586525.1	251540	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Blochmannia	NA	NA	NA
Candidatus_Doolittlea_endobia	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/039/485/GCF_900039485.1_DEMHIR/GCF_900039485.1_DEMHIR_genomic.fna.gz	DEMHIR	Candidatus Doolittlea endobia	GCF_900039485.1	1778262	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Doolittlea	NA	NA	NA
Candidatus_Gullanella_endobia	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/048/035/GCF_900048035.1_GEFVIR/GCF_900048035.1_GEFVIR_genomic.fna.gz	GEFVIR	Candidatus Gullanella endobia	GCF_900048035.1	1070130	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Gullanella	NA	NA	NA
Candidatus_Hoaglandella_endobia	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/044/015/GCF_900044015.1_HETPER1/GCF_900044015.1_HETPER1_genomic.fna.gz	HETPER1	Candidatus Hoaglandella endobia	GCF_900044015.1	1778263	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Hoaglandella	NA	NA	NA
Candidatus_Ishikawaella_capsulata_Mpkobe	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/515/GCF_000828515.1_ASM82851v1/GCF_000828515.1_ASM82851v1_genomic.fna.gz	ASM82851v1	Candidatus Ishikawaella capsulata Mpkobe	GCF_000828515.1	476281	21737395	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Ishikawaella	Candidatus Ishikawaella capsulata	NA	NA
Candidatus_Mikella_endobia	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/048/045/GCF_900048045.1_MEPMAR/GCF_900048045.1_MEPMAR_genomic.fna.gz	MEPMAR	Candidatus Mikella endobia	GCF_900048045.1	1778264	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Mikella	NA	NA	NA
Candidatus_Moranella_endobia_PCVAL	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/725/GCF_000364725.1_ASM36472v1/GCF_000364725.1_ASM36472v1_genomic.fna.gz	ASM36472v1	Candidatus Moranella endobia PCVAL	GCF_000364725.1	1234603	23548081	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Moranella	Candidatus Moranella endobia	NA	NA
Candidatus_Profftia_lariciata	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/541/265/GCF_020541265.1_ASM2054126v1/GCF_020541265.1_ASM2054126v1_genomic.fna.gz	ASM2054126v1	Candidatus Profftia lariciata	GCF_020541265.1	1987921	34508228	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Profftia	NA	NA	NA
Candidatus_Profftia_tarda	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/848/675/GCF_904848675.1_Pt_Alt_01/GCF_904848675.1_Pt_Alt_01_genomic.fna.gz	Pt_Alt_01	Candidatus Profftia tarda	GCF_904848675.1	1177216	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Profftia	NA	NA	NA
Candidatus_Purcelliella_pentastirinorum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/391/335/GCF_003391335.1_ASM339133v1/GCF_003391335.1_ASM339133v1_genomic.fna.gz	ASM339133v1	Candidatus Purcelliella pentastirinorum	GCF_003391335.1	472834	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Purcelliella	NA	NA	NA
Candidatus_Riesia_pediculicola_USDA	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/093/065/GCF_000093065.1_ASM9306v1/GCF_000093065.1_ASM9306v1_genomic.fna.gz	ASM9306v1	Candidatus Riesia pediculicola USDA	GCF_000093065.1	515618	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Riesia	Candidatus Riesia pediculicola	NA	NA
Candidatus_Schneideria_nysicola	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/923/565/GCF_019923565.1_ASM1992356v1/GCF_019923565.1_ASM1992356v1_genomic.fna.gz	ASM1992356v1	Candidatus Schneideria nysicola	GCF_019923565.1	1081631	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Schneideria	NA	NA	NA
Candidatus_Tachikawaea_gelatinosa	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/815/GCF_000828815.1_ASM82881v1/GCF_000828815.1_ASM82881v1_genomic.fna.gz	ASM82881v1	Candidatus Tachikawaea gelatinosa	GCF_000828815.1	1410383	25264255	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Tachikawaea	NA	NA	NA
Cedecea_lapagei	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/955/GCF_900635955.1_36672_A01/GCF_900635955.1_36672_A01_genomic.fna.gz	36672_A01	Cedecea lapagei	GCF_900635955.1	158823	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	NA	NA	NA
Cedecea_neteri	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/393/445/GCF_002393445.1_ASM239344v1/GCF_002393445.1_ASM239344v1_genomic.fna.gz	ASM239344v1	Cedecea neteri	GCF_002393445.1	158822	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	NA	NA	NA
Citrobacter_amalonaticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/935/GCF_001558935.2_ASM155893v2/GCF_001558935.2_ASM155893v2_genomic.fna.gz	ASM155893v2	Citrobacter amalonaticus	GCF_001558935.2	35703	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA
Citrobacter_arsenatis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/353/845/GCF_004353845.1_ASM435384v1/GCF_004353845.1_ASM435384v1_genomic.fna.gz	ASM435384v1	Citrobacter arsenatis	GCF_004353845.1	2546350	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA
Citrobacter_braakii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/648/935/GCF_009648935.1_ASM964893v1/GCF_009648935.1_ASM964893v1_genomic.fna.gz	ASM964893v1	Citrobacter braakii	GCF_009648935.1	57706	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA
Citrobacter_freundii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/345/GCF_003812345.1_ASM381234v1/GCF_003812345.1_ASM381234v1_genomic.fna.gz	ASM381234v1	Citrobacter freundii	GCF_003812345.1	546	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA
Citrobacter_koseri_ATCC_BAA-895	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/045/GCF_000018045.1_ASM1804v1/GCF_000018045.1_ASM1804v1_genomic.fna.gz	ASM1804v1	Citrobacter koseri ATCC BAA-895	GCF_000018045.1	290338	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter koseri	NA	NA
Citrobacter_pasteurii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/047/765/GCF_019047765.1_ASM1904776v1/GCF_019047765.1_ASM1904776v1_genomic.fna.gz	ASM1904776v1	Citrobacter pasteurii	GCF_019047765.1	1563222	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA
Citrobacter_portucalensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/693/605/GCF_008693605.1_ASM869360v1/GCF_008693605.1_ASM869360v1_genomic.fna.gz	ASM869360v1	Citrobacter portucalensis	GCF_008693605.1	1639133	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA
Citrobacter_rodentium_NBRC_105723__DSM_16636	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/278/985/GCF_021278985.1_ASM2127898v1/GCF_021278985.1_ASM2127898v1_genomic.fna.gz	ASM2127898v1	Citrobacter rodentium NBRC 105723 = DSM 16636	GCF_021278985.1	1218085	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter rodentium	NA	NA
Citrobacter_sedlakii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/128/425/GCF_018128425.1_ASM1812842v1/GCF_018128425.1_ASM1812842v1_genomic.fna.gz	ASM1812842v1	Citrobacter sedlakii	GCF_018128425.1	67826	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA
Citrobacter_tructae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/684/345/GCF_004684345.1_ASM468434v1/GCF_004684345.1_ASM468434v1_genomic.fna.gz	ASM468434v1	Citrobacter tructae	GCF_004684345.1	2562449	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA
Citrobacter_werkmanii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/693/645/GCF_008693645.1_ASM869364v1/GCF_008693645.1_ASM869364v1_genomic.fna.gz	ASM869364v1	Citrobacter werkmanii	GCF_008693645.1	67827	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA
Citrobacter_youngae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/065/GCF_900638065.1_55685_A01/GCF_900638065.1_55685_A01_genomic.fna.gz	55685_A01	Citrobacter youngae	GCF_900638065.1	133448	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	NA	NA
Cronobacter_condimenti_1330	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/255/GCF_001277255.1_ASM127725v1/GCF_001277255.1_ASM127725v1_genomic.fna.gz	ASM127725v1	Cronobacter condimenti 1330	GCF_001277255.1	1073999	27013041	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter condimenti	NA	NA
Cronobacter_dublinensis_subsp._dublinensis_LMG_23823	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/235/GCF_001277235.1_ASM127723v1/GCF_001277235.1_ASM127723v1_genomic.fna.gz	ASM127723v1	Cronobacter dublinensis subsp. dublinensis LMG 23823	GCF_001277235.1	1159554	27013041	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter dublinensis	Cronobacter dublinensis subsp. dublinensis	NA
Cronobacter_malonaticus_LMG_23826	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/215/GCF_001277215.2_ASM127721v2/GCF_001277215.2_ASM127721v2_genomic.fna.gz	ASM127721v2	Cronobacter malonaticus LMG 23826	GCF_001277215.2	1159491	27013041	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter malonaticus	NA	NA
Cronobacter_muytjensii_ATCC_51329	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/195/GCF_001277195.1_ASM127719v1/GCF_001277195.1_ASM127719v1_genomic.fna.gz	ASM127719v1	Cronobacter muytjensii ATCC 51329	GCF_001277195.1	1159613	27013041	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter muytjensii	NA	NA
Cronobacter_sakazakii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/516/125/GCF_003516125.1_ASM351612v3/GCF_003516125.1_ASM351612v3_genomic.fna.gz	ASM351612v3	Cronobacter sakazakii	GCF_003516125.1	28141	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	NA	NA	NA
Cronobacter_universalis_NCTC_9529	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/175/GCF_001277175.1_ASM127717v1/GCF_001277175.1_ASM127717v1_genomic.fna.gz	ASM127717v1	Cronobacter universalis NCTC 9529	GCF_001277175.1	1074000	27013041	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter universalis	NA	NA
Enterobacter_asburiae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/035/805/GCF_007035805.1_ASM703580v1/GCF_007035805.1_ASM703580v1_genomic.fna.gz	ASM703580v1	Enterobacter asburiae	GCF_007035805.1	61645	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA
Enterobacter_bugandensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/137/655/GCF_015137655.1_ASM1513765v1/GCF_015137655.1_ASM1513765v1_genomic.fna.gz	ASM1513765v1	Enterobacter bugandensis	GCF_015137655.1	881260	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA
Enterobacter_chengduensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/825/GCF_001984825.2_ASM198482v2/GCF_001984825.2_ASM198482v2_genomic.fna.gz	ASM198482v2	Enterobacter chengduensis	GCF_001984825.2	2494701	30302649	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA
Enterobacter_hormaechei	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/048/625/GCF_019048625.1_ASM1904862v1/GCF_019048625.1_ASM1904862v1_genomic.fna.gz	ASM1904862v1	Enterobacter hormaechei	GCF_019048625.1	158836	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA
Enterobacter_huaxiensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/594/935/GCF_003594935.2_ASM359493v2/GCF_003594935.2_ASM359493v2_genomic.fna.gz	ASM359493v2	Enterobacter huaxiensis	GCF_003594935.2	2494702	30614784	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA
Enterobacter_ludwigii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/725/GCF_001750725.1_ASM175072v1/GCF_001750725.1_ASM175072v1_genomic.fna.gz	ASM175072v1	Enterobacter ludwigii	GCF_001750725.1	299767	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA
Enterobacter_mori	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/014/715/GCF_022014715.1_ASM2201471v1/GCF_022014715.1_ASM2201471v1_genomic.fna.gz	ASM2201471v1	Enterobacter mori	GCF_022014715.1	539813	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA
Enterobacter_oligotrophicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/176/645/GCF_009176645.1_ASM917664v1/GCF_009176645.1_ASM917664v1_genomic.fna.gz	ASM917664v1	Enterobacter oligotrophicus	GCF_009176645.1	2478464	31066221	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA
Enterobacter_roggenkampii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/805/GCF_001729805.1_ASM172980v1/GCF_001729805.1_ASM172980v1_genomic.fna.gz	ASM172980v1	Enterobacter roggenkampii	GCF_001729805.1	1812935	27965456	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA
Enterobacter_sichuanensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/036/245/GCF_009036245.1_ASM903624v1/GCF_009036245.1_ASM903624v1_genomic.fna.gz	ASM903624v1	Enterobacter sichuanensis	GCF_009036245.1	2071710	32127921	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA
Enterobacter_soli	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/675/GCF_000224675.1_ASM22467v1/GCF_000224675.1_ASM22467v1_genomic.fna.gz	ASM22467v1	Enterobacter soli	GCF_000224675.1	885040	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA
Enterobacteriaceae_endosymbiont_of_Macroplea_mutica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/571/345/GCF_012571345.1_ASM1257134v1/GCF_012571345.1_ASM1257134v1_genomic.fna.gz	ASM1257134v1	Enterobacteriaceae endosymbiont of Macroplea mutica	GCF_012571345.1	2675791	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	NA	NA
Enterobacteriaceae_endosymbiont_of_Plateumaris_pusilla	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/562/765/GCF_012562765.1_ASM1256276v1/GCF_012562765.1_ASM1256276v1_genomic.fna.gz	ASM1256276v1	Enterobacteriaceae endosymbiont of Plateumaris pusilla	GCF_012562765.1	2675795	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	NA	NA
Escherichia_albertii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/904/755/GCF_016904755.1_ASM1690475v2/GCF_016904755.1_ASM1690475v2_genomic.fna.gz	ASM1690475v2	Escherichia albertii	GCF_016904755.1	208962	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	NA	NA	NA
Escherichia_coli_O157H7_str._Sakai	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/865/GCF_000008865.2_ASM886v2/GCF_000008865.2_ASM886v2_genomic.fna.gz	ASM886v2	Escherichia coli O157:H7 str. Sakai	GCF_000008865.2	386585	112587961111105e24	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli O157:H7	NA
Escherichia_coli_str._K-12_substr._MG1655	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/845/GCF_000005845.2_ASM584v2/GCF_000005845.2_ASM584v2_genomic.fna.gz	ASM584v2	Escherichia coli str. K-12 substr. MG1655	GCF_000005845.2	511145	16738553163972937e6	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	NA
Escherichia_fergusonii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/475/GCF_020097475.1_ASM2009747v1/GCF_020097475.1_ASM2009747v1_genomic.fna.gz	ASM2009747v1	Escherichia fergusonii	GCF_020097475.1	564	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	NA	NA	NA
